Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price
Taurus,2014,Saudi,Orange,Standard,2.0,Gas,Automatic,152000,Dammam,55000
Yukon,2013,Saudi,White,Full,2.7,Gas,Automatic,300,Jeddah,55000
Other,2012,Saudi,Black,Full,2.4,Gas,Automatic,3330,Aseer,25000
Tucson,2018,Saudi,Silver,Standard,2.0,Gas,Automatic,120000,Jeddah,62000
Hilux,2017,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,18000,Jeddah,77000
FJ,2016,Saudi,White,Full,4.1499999999999995,Gas,Automatic,148,Tabouk,98000
Camry,2017,Saudi,Blue,Full,2.5,Gas,Automatic,31000,Al-Baha,75000
Hilux,2016,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,60000,Jeddah,75000
Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,95000,Jeddah,85000
Sonata,2008,Other,Grey,Standard,2.0,Gas,Automatic,382,Riyadh,12000
6,2014,Saudi,White,Semi Full,2.5,Gas,Automatic,185000,Al-Medina,45000
Datsun,2009,Saudi,White,Semi Full,2.0,Gas,Manual,85000,Al-Medina,45000
Pathfinder,2001,Saudi,Silver,Semi Full,2.7,Gas,Automatic,546473,Al-Medina,14000
Land Cruiser,2006,Saudi,White,Full,4.5,Gas,Automatic,311100,Al-Medina,63000
Furniture,2008,Saudi,White,Full,4.0,Gas,Automatic,288000,Al-Medina,36000
Land Cruiser,2000,Saudi,White,Full,4.8,Gas,Automatic,396000,Al-Medina,30000
Land Cruiser Pickup,2014,Saudi,Bronze,Standard,6.0,Gas,Manual,192000,Al-Medina,73000
QX,2016,Saudi,Grey,Full,5.6,Gas,Automatic,185000,Dammam,119000
Camry,2017,Saudi,Grey,Standard,2.4,Gas,Automatic,133000,Riyadh,48000
Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,73000,Dammam,48500
Taurus,2015,Other,Brown,Semi Full,3.5,Gas,Automatic,104000,Dammam,74000
Charger,2018,Other,Blue,Semi Full,3.6,Gas,Automatic,89000,Dammam,109000
Carnival,2016,Other,White,Semi Full,2.575,Gas,Automatic,85000,Dammam,64000
S300,2018,Other,Navy,Full,3.55,Gas,Automatic,66000,Dammam,122000
Flex,2014,Saudi,Brown,Semi Full,3.5,Gas,Automatic,180000,Dammam,49000
Taurus,2017,Other,Grey,Full,3.5,Gas,Automatic,131000,Dammam,73000
Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,22000,Hafar Al-Batin,41500
ES,2019,Saudi,Silver,Full,2.5,Hybrid,Automatic,62000,Yanbu,195000
FJ,2012,Other,White,Full,4.0,Gas,Automatic,270,Tabouk,60000
Elantra,2013,Other,Silver,Semi Full,1.6,Gas,Automatic,169,Riyadh,20000
Previa,2009,Other,Silver,Standard,1.7,Gas,Automatic,400000,Riyadh,15000
VTC,2019,Other,White,Full,4.65,Gas,Automatic,39000,Abha,145000
Land Cruiser,2003,Saudi,Black,Semi Full,4.5,Gas,Automatic,335000,Dammam,51000
Optra,2008,Other,Blue,Semi Full,1.6,Gas,Automatic,253250,Jeddah,9000
Elantra,2017,Saudi,Grey,Full,2.0,Gas,Automatic,140000,Jeddah,47000
Prado,2016,Saudi,White,Full,4.0,Gas,Automatic,69900,Dammam,128000
Sierra,2020,Saudi,Red,Semi Full,5.3,Gas,Automatic,60000,Dammam,155000
Hilux,2016,Other,White,Full,2.5666666666666673,Gas,Automatic,208,Hail,77000
Caprice,2015,Saudi,Black,Semi Full,6.0,Gas,Automatic,235000,Tabouk,65000
The 7,2018,Saudi,Another Color,Full,3.0,Gas,Automatic,19000,Riyadh,225000
Accord,2014,Saudi,White,Semi Full,2.8,Gas,Automatic,300,Riyadh,45000
F150,2018,Saudi,Brown,Full,5.0,Gas,Automatic,35000,Riyadh,195000
Pajero,2017,Saudi,White,Semi Full,3.5,Gas,Automatic,159000,Dammam,55000
Accord,2014,Saudi,White,Semi Full,4.0,Gas,Automatic,349000,Riyadh,48000
Suburban,2015,Saudi,Another Color,Full,5.3,Gas,Automatic,70000,Al-Baha,160000
ES,2016,Saudi,Grey,Semi Full,3.6,Gas,Automatic,200000,Jeddah,105000
EC7,2014,Saudi,Black,Full,1.6,Gas,Automatic,229000,Jeddah,18000
Innova,2017,Saudi,White,Full,2.6500000000000004,Gas,Automatic,139400,Tabouk,58000
CX9,2020,Saudi,Grey,Full,4.0,Gas,Automatic,51000,Riyadh,130000
Taurus,2017,Other,Black,Semi Full,1.7,Gas,Automatic,92595,Riyadh,83000
Azera,2018,Saudi,Another Color,Standard,3.5,Gas,Automatic,147,Tabouk,2049
Durango,2011,Saudi,White,Semi Full,5.7,Gas,Automatic,200900,Jeddah,30000
Furniture,2015,Saudi,White,Full,3.7399999999999998,Gas,Automatic,209,Riyadh,72000
Impala,1964,Other,Green,Full,1.2,Gas,Automatic,100000,Al-Ahsa,75000
Bus Urvan,2016,Saudi,White,Standard,2.5,Gas,Manual,106000,Dammam,65000
Yukon,2014,Saudi,Red,Standard,6.65,Gas,Automatic,92000,Dammam,90000
IS,2015,Saudi,Bronze,Full,3.5,Gas,Automatic,181000,Riyadh,60000
Corolla,2013,Saudi,White,Standard,1.6,Gas,Automatic,233000,Jubail,25000
Sorento,2015,Saudi,Black,Semi Full,6.0,Gas,Automatic,182000,Dammam,30000
Creta,2017,Saudi,Silver,Semi Full,1.6,Gas,Automatic,120000,Jeddah,50000
Explorer,2016,Saudi,Black,Standard,3.3600000000000003,Gas,Automatic,228000,Riyadh,65000
Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,71000,Al-Medina,62000
Sonata,2019,Saudi,Silver,Semi Full,2.4,Gas,Automatic,53000,Dammam,79000
Cerato,2015,Saudi,White,Standard,1.6,Gas,Automatic,170000,Riyadh,27000
Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,79000,Dammam,33000
Avalon,2014,Saudi,White,Semi Full,3.5,Gas,Automatic,340000,Tabouk,43000
Sonata,2013,Saudi,White,Full,2.6,Gas,Automatic,280,Riyadh,25000
Tucson,2019,Saudi,Grey,Semi Full,2.0,Gas,Automatic,101000,Riyadh,1300
Charger,2016,Other,Another Color,Full,5.7,Gas,Automatic,100000,Dammam,109000
Sentra,2017,Saudi,White,Standard,1.6,Gas,Automatic,50700,Riyadh,37000
Silverado,2018,Saudi,Silver,Standard,4.3,Gas,Automatic,70000,Abha,77000
C,2016,Other,White,Semi Full,2.0,Gas,Automatic,76000,Riyadh,102000
Altima,2017,Saudi,White,Semi Full,3.0,Gas,Automatic,85000,Riyadh,58000
Taurus,2015,Saudi,Black,Full,3.0,Gas,Automatic,197000,Riyadh,58000
Navara,2015,Saudi,White,Semi Full,2.0,Gas,Manual,45000,Riyadh,50000
Optima,2015,Saudi,Navy,Semi Full,2.0,Gas,Automatic,191,Riyadh,38500
Optima,2015,Saudi,Navy,Semi Full,2.0,Gas,Automatic,190000,Riyadh,38000
Juke,2014,Saudi,Navy,Semi Full,2.0,Gas,Automatic,68000,Riyadh,35000
Grand Vitara,2013,Saudi,White,Semi Full,2.0,Gas,Manual,16000,Riyadh,35000
Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,51000,Riyadh,34000
Prado,2016,Saudi,Grey,Semi Full,3.7624999999999997,Gas,Automatic,67000,Riyadh,90000
FJ,2020,Saudi,White,Standard,4.0,Gas,Automatic,68500,Riyadh,117000
Mini Van,2017,Gulf Arabic,White,Standard,2.7,Gas,Manual,145000,Riyadh,39500
Fusion,2015,Saudi,Grey,Semi Full,2.5,Gas,Automatic,85000,Riyadh,35000
H1,2018,Other,Brown,Semi Full,7.0,Gas,Automatic,40000,Qassim,63000
Optima,2018,Saudi,Silver,Semi Full,2.4,Gas,Automatic,131000,Riyadh,59000
Corolla,2013,Saudi,Silver,Standard,1.5999999999999999,Gas,Automatic,186000,Al-Medina,27000
Van,2013,Saudi,White,Semi Full,6.8,Gas,Automatic,40000,Abha,40000
Blazer,2007,Saudi,Black,Semi Full,6.0,Gas,Automatic,400,Jazan,8000
Land Cruiser Pickup,1999,Saudi,White,Standard,4.5,Gas,Manual,180000,Riyadh,28000
Azera,2015,Saudi,Silver,Full,3.533333333333333,Gas,Automatic,215515,Riyadh,42000
G,2019,Other,Black,Full,4.0,Gas,Automatic,39000,Riyadh,800000
Land Cruiser,2013,Saudi,Bronze,Standard,4.0,Gas,Manual,350000,Dammam,86000
Cerato,2015,Gulf Arabic,Silver,Standard,1.6,Gas,Automatic,141000,Dammam,25000
Seltos,2021,Saudi,Red,Semi Full,1.6,Gas,Automatic,10000,Riyadh,75000
Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,66000,Al-Medina,29000
Corolla,2020,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,39000,Jeddah,69000
G,2014,Saudi,White,Full,5.5,Gas,Automatic,125000,Riyadh,245000
Yukon,2017,Saudi,Golden,Semi Full,5.3,Gas,Automatic,30000,Aseer,158000
Tahoe,2013,Saudi,Another Color,Semi Full,5.1875,Gas,Automatic,172000,Jeddah,60000
Cadenza,2017,Saudi,Silver,Standard,3.0,Gas,Automatic,93000,Riyadh,57000
Taurus,2015,Saudi,Black,Standard,3.5,Gas,Automatic,140000,Dammam,64000
Previa,2015,Gulf Arabic,White,Full,2.4,Gas,Automatic,156000,Riyadh,56500
C300,2017,Saudi,Black,Standard,3.6,Gas,Automatic,133000,Riyadh,70000
Hilux,2020,Gulf Arabic,White,Full,2.7,Gas,Manual,15000,Riyadh,105500
Hilux,2020,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,15000,Riyadh,105000
Sierra,2018,Saudi,Navy,Standard,5.3,Gas,Automatic,126000,Riyadh,111000
RX,2016,Gulf Arabic,Brown,Full,3.5,Gas,Automatic,176700,Riyadh,130000
Hilux,2020,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,49000,Riyadh,103000
Sportage,2020,Saudi,Navy,Full,1.6,Gas,Automatic,7688,Riyadh,67000
Innova,2016,Saudi,White,Full,2.7,Gas,Automatic,84000,Riyadh,69000
Odyssey,2015,Gulf Arabic,Brown,Full,2.7,Gas,Automatic,123000,Riyadh,59000
LS,2014,Saudi,White,Full,4.6,Gas,Automatic,202000,Riyadh,133000
Prado,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,58000,Riyadh,151000
Tahoe,2016,Saudi,Blue,Full,5.6,Gas,Automatic,168000,Riyadh,115500
3,2018,Saudi,Another Color,Standard,2.0,Gas,Automatic,31000,Al-Medina,54000
3,2018,Saudi,Another Color,Standard,1.8,Gas,Automatic,53000,Al-Medina,54000
3,2018,Saudi,Another Color,Standard,1.8,Gas,Automatic,54000,Al-Medina,54000
3,2018,Saudi,Silver,Standard,1.8,Gas,Automatic,23000,Al-Medina,55000
CX3,2018,Saudi,Blue,Semi Full,2.9,Gas,Automatic,78000,Al-Medina,54000
CX3,2018,Saudi,White,Standard,2.0,Gas,Automatic,30000,Al-Medina,54000
CX3,2018,Saudi,Another Color,Standard,2.0,Gas,Automatic,31000,Al-Medina,55000
3,2019,Saudi,White,Standard,1.6,Gas,Automatic,53000,Al-Medina,46500
Prado,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,82000,Riyadh,149500
Accent,2018,Saudi,Black,Standard,1.4,Gas,Automatic,105000,Riyadh,35000
Range Rover,2017,Saudi,White,Full,5.2,Gas,Automatic,77000,Al-Medina,275000
Panamera,2011,Saudi,White,Full,5.7,Gas,Automatic,108000,Al-Medina,99000
S,2011,Saudi,White,Full,3.8,Gas,Automatic,203000,Al-Medina,98000
Accord,2018,Saudi,Silver,Full,1.5,Gas,Automatic,70000,Al-Medina,96000
S,2011,Gulf Arabic,White,Full,3.8,Gas,Automatic,132000,Al-Medina,90000
S,2010,Saudi,Brown,Full,3.8,Gas,Automatic,114000,Al-Medina,88000
Avalon,2014,Saudi,Black,Full,3.8,Gas,Automatic,156000,Al-Medina,73000
Camaro,2013,Saudi,Grey,Full,5.7,Gas,Automatic,137000,Al-Medina,63000
CX3,2018,Saudi,Brown,Standard,2.0,Gas,Automatic,49000,Al-Medina,55000
Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,84000,Al-Medina,51000
3,2018,Saudi,Black,Standard,1.6,Gas,Automatic,99000,Al-Medina,45000
Innova,2014,Saudi,White,Standard,2.5,Gas,Automatic,163000,Al-Medina,39000
Hilux,2020,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,27000,Riyadh,104500
ES,2018,Gulf Arabic,White,Full,3.5,Gas,Automatic,128000,Riyadh,93500
Previa,2017,Gulf Arabic,White,Standard,2.4,Gas,Automatic,139000,Riyadh,62000
3,2016,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,129000,Riyadh,31000
LX,2021,Saudi,White,Full,5.7,Gas,Automatic,4500,Al-Medina,460500
Range Rover,2019,Saudi,Black,Full,5.6,Gas,Automatic,36000,Riyadh,520000
Hilux,2017,Saudi,White,Full,2.3666666666666667,Gas,Manual,119000,Najran,69000
Pathfinder,2013,Saudi,Silver,Semi Full,3.5,Gas,Automatic,127000,Riyadh,38000
Elantra,2017,Saudi,Grey,Standard,2.0,Gas,Automatic,146000,Riyadh,40000
Camry,2020,Saudi,White,Full,3.5,Gas,Automatic,26000,Dammam,126000
VTC,2019,Saudi,Grey,Standard,4.8,Gas,Automatic,100,Arar,138000
Pajero,2016,Gulf Arabic,White,Full,3.8,Gas,Automatic,260000,Riyadh,60000
Hilux,2020,Saudi,White,Full,2.7,Gas,Automatic,22000,Al-Ahsa,120000
300,2014,Other,Black,Full,5.7,Gas,Automatic,188000,Al-Ahsa,57000
Carenz,2015,Saudi,Black,Standard,2.0,Gas,Automatic,102000,Al-Ahsa,40000
Accent,2018,Saudi,White,Semi Full,1.3999999999999997,Gas,Automatic,95000,Al-Ahsa,41000
Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,110000,Al-Ahsa,51000
300,2018,Saudi,Silver,Full,5.7,Gas,Automatic,157000,Al-Ahsa,127000
Other,2016,Saudi,Another Color,Full,3.2,Gas,Automatic,15500,Riyadh,90000
Other,1963,Saudi,Blue,Standard,1.0,Gas,Manual,300,Riyadh,22000
IS,2017,Saudi,Grey,Full,3.5,Gas,Automatic,69000,Jazan,150000
Sonata,2017,Saudi,White,Standard,2.3999999999999995,Gas,Automatic,105000,Al-Ahsa,55000
Taurus,2019,Other,Red,Semi Full,3.5,Gas,Automatic,108000,Al-Ahsa,88000
Sentra,2018,Saudi,Silver,Semi Full,1.6,Gas,Automatic,62000,Al-Ahsa,41000
Tucson,2016,Other,Brown,Semi Full,2.4,Gas,Automatic,119800,Jeddah,57000
Datsun,2014,Other,White,Standard,2.4,Gas,Manual,282,Riyadh,24000
Suburban,2008,Other,Black,Full,6.75,Gas,Automatic,263,Taef,32000
Corolla,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,65000,Taef,52000
C300,2013,Saudi,White,Full,5.7,Gas,Automatic,200,Makkah,55000
Nativa,2010,Saudi,Silver,Semi Full,3.0,Gas,Automatic,244,Hail,17000
Beetle,2015,Saudi,Blue,Full,6.0,Gas,Automatic,130000,Makkah,55000
VTC,2015,Saudi,White,Standard,4.8,Gas,Manual,340000,Al-Ahsa,49000
Hilux,1995,Saudi,White,Full,2.4,Gas,Manual,300,Aseer,15000
Azera,2016,Saudi,White,Semi Full,2.4,Gas,Automatic,36000,Riyadh,48000
Pajero,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,193000,Riyadh,45000
Land Cruiser,2020,Saudi,White,Full,4.87,Gas,Automatic,46800,Dammam,257000
Patrol,2015,Saudi,White,Semi Full,4.8,Gas,Automatic,247000,Jeddah,75000
NX,2020,Saudi,White,Full,2.0,Gas,Automatic,4100,Jeddah,170000
S,2011,Saudi,Brown,Full,3.733333333333333,Gas,Automatic,137000,Jeddah,85000
Sunny,2019,Other,White,Semi Full,1.5,Gas,Automatic,46000,Jeddah,32000
Yukon,2008,Saudi,Golden,Semi Full,4.966666666666666,Gas,Automatic,280000,Taef,42000
Navara,2016,Saudi,White,Standard,2.5,Gas,Manual,7000,Jeddah,65000
Patrol,2016,Saudi,White,Standard,4.8,Gas,Automatic,59000,Jeddah,83000
Tucson,2020,Saudi,Silver,Semi Full,2.0,Gas,Automatic,58000,Makkah,1313
Charger,2014,Other,Red,Full,5.7,Gas,Automatic,300000,Jeddah,35000
Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,190000,Al-Baha,65000
Pajero,2017,Saudi,Another Color,Full,3.8,Gas,Automatic,28000,Jeddah,88000
Land Cruiser Pickup,2011,Saudi,White,Semi Full,6.0,Gas,Manual,236564,Taef,37000
RX,2015,Saudi,Grey,Standard,3.5,Gas,Automatic,70000,Jeddah,95000
The 7,2019,Saudi,White,Full,3.0,Gas,Automatic,14000,Jeddah,247000
Ertiga,2015,Saudi,White,Semi Full,1.8,Gas,Automatic,168000,Al-Medina,22000
Tahoe,2007,Other,Another Color,Full,5.3,Gas,Automatic,128,Jeddah,35000
E,2016,Saudi,White,Full,2.85,Gas,Automatic,94000,Riyadh,110000
Yukon,2020,Other,Black,Full,5.3,Gas,Automatic,63860,Jeddah,175000
Edge,2016,Saudi,Brown,Full,3.5,Gas,Automatic,76200,Dammam,77000
Pajero,2017,Saudi,Black,Full,3.8,Gas,Automatic,251000,Jeddah,65000
H1,2016,Other,Grey,Semi Full,2.15,Gas,Automatic,280000,Makkah,32000
Tucson,2020,Saudi,Bronze,Semi Full,2.0,Gas,Automatic,22000,Jeddah,80000
Sentra,2020,Saudi,White,Semi Full,1.6,Gas,Automatic,7000,Aseer,55000
4Runner,2018,Saudi,White,Full,6.1,Gas,Automatic,115150,Jeddah,95000
Passat,2015,Other,Silver,Full,2.5,Diesel,Automatic,70000,Jeddah,73000
Expedition,2012,Saudi,Silver,Standard,5.0,Gas,Automatic,360000,Riyadh,30000
Charger,2013,Saudi,Red,Full,5.7,Gas,Automatic,144000,Yanbu,59000
C,2016,Other,Navy,Full,2.2,Gas,Automatic,95000,Jeddah,127000
The 7,2018,Saudi,White,Full,2.5,Gas,Automatic,52000,Riyadh,200000
Avalon,2017,Saudi,White,Standard,1.2,Gas,Automatic,200000,Riyadh,80000
ES,2016,Other,Bronze,Semi Full,3.5,Gas,Automatic,104000,Al-Ahsa,98000
C300,2017,Other,Silver,Semi Full,3.6,Gas,Automatic,77000,Al-Ahsa,82000
C300,2016,Other,White,Semi Full,3.6,Gas,Automatic,100000,Al-Ahsa,79500
Rio,2016,Saudi,Silver,Standard,1.4,Gas,Automatic,119000,Dammam,20000
Camry,2002,Other,Green,Standard,2.4,Gas,Manual,450000,Najran,14000
GS3,2021,Saudi,White,Full,1.3,Gas,Automatic,9000,Al-Ahsa,57000
Ciocca,2009,Saudi,Grey,Semi Full,5.7,Gas,Automatic,349900,Makkah,25000
QX,2015,Saudi,Grey,Full,5.0,Gas,Automatic,123000,Riyadh,70000
Furniture,2019,Saudi,White,Semi Full,2.7,Gas,Automatic,37000,Dammam,107000
Sonata,2018,Saudi,Another Color,Standard,2.4,Gas,Automatic,68000,Riyadh,53000
Rio,2015,Saudi,Red,Standard,1.6,Gas,Automatic,150,Riyadh,22000
Sportage,2018,Saudi,White,Standard,2.0,Gas,Automatic,129000,Dammam,60000
Eado,2021,Saudi,Brown,Full,1.6,Gas,Automatic,1000,Jeddah,60000
Avalon,2020,Saudi,Black,Full,3.533333333333333,Gas,Automatic,48000,Al-Medina,2465
Quattroporte,2015,Saudi,Navy,Full,3.0,Gas,Automatic,125000,Dammam,125000
Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,108000,Dammam,34000
Datsun,2016,Saudi,White,Semi Full,2.4,Gas,Manual,39000,Dammam,52000
Taurus,2019,Saudi,White,Standard,3.0,Gas,Automatic,77000,Riyadh,77000
GS,2017,Gulf Arabic,White,Full,1.0,Gas,Automatic,69000,Al-Ahsa,163000
Senta fe,2016,Saudi,White,Full,3.3,Gas,Automatic,131000,Al-Ahsa,60000
Sierra,2002,Gulf Arabic,White,Standard,1.4,Gas,Manual,252000,Makkah,12500
Land Cruiser,2016,Saudi,White,Full,4.6,Gas,Automatic,228000,Dammam,160000
Hilux,2018,Saudi,White,Semi Full,2.7,Gas,Manual,31000,Dammam,72000
Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,93000,Dammam,79000
Edge,2014,Saudi,White,Full,3.6,Gas,Automatic,186000,Al-Ahsa,54000
Edge,2017,Gulf Arabic,White,Full,1.7,Gas,Automatic,60000,Al-Ahsa,105000
Escalade,2015,Saudi,Brown,Full,8.3,Gas,Automatic,241000,Al-Medina,140000
Charger,2012,Saudi,Red,Standard,3.6,Gas,Automatic,300,Jeddah,38000
C,2018,Gulf Arabic,Silver,Full,2.0,Gas,Automatic,57000,Dammam,175000
Accent,2019,Saudi,Grey,Standard,1.4,Gas,Automatic,115300,Dammam,35000
A6,2014,Saudi,White,Full,3.5,Gas,Automatic,79000,Jeddah,85000
C,2016,Saudi,Another Color,Full,2.0,Gas,Automatic,46000,Jeddah,142000
Corolla,2015,Gulf Arabic,Silver,Semi Full,2.5,Gas,Automatic,96000,Tabouk,40000
E,1998,Saudi,Bronze,Full,3.2,Gas,Automatic,490000,Dammam,8500
Azkarra,2021,Saudi,Grey,Full,1.5,Gas,Automatic,20000,Qassim,78000
Camry,2021,Saudi,Silver,Standard,2.5,Gas,Automatic,10000,Taef,1519
Marquis,2010,Other,White,Full,3.0,Gas,Automatic,250,Tabouk,30000
Optima,2018,Saudi,Black,Standard,2.0,Gas,Automatic,135000,Dammam,1345
Corolla,2020,Saudi,Silver,Standard,1.6,Gas,Automatic,48563,Hail,1002
Cerato,2018,Gulf Arabic,White,Standard,1.6,Gas,Automatic,215000,Al-Medina,30000
Cadenza,2020,Saudi,Navy,Standard,3.3,Gas,Automatic,33300,Riyadh,2191
Innova,2015,Saudi,White,Full,2.7,Gas,Automatic,198,Riyadh,48000
Escalade,2007,Other,Black,Semi Full,8.0,Gas,Automatic,476000,Qassim,18000
Carenz,2015,Saudi,White,Standard,2.0,Gas,Automatic,147,Riyadh,32000
Sonata,2013,Saudi,White,Standard,2.4,Gas,Manual,490000,Hafar Al-Batin,16000
Furniture,2020,Saudi,White,Semi Full,2.7,Gas,Automatic,28000,Dammam,110000
Land Cruiser,2006,Saudi,White,Standard,4.5,Gas,Manual,86000,Dammam,90000
Land Cruiser,2006,Saudi,White,Full,4.5,Gas,Automatic,199000,Dammam,77000
Land Cruiser,2006,Saudi,Another Color,Full,4.5,Gas,Automatic,215000,Dammam,79000
Hilux,2018,Saudi,White,Semi Full,2.7,Gas,Manual,201000,Dammam,85000
Pathfinder,2014,Saudi,Silver,Semi Full,6.0,Gas,Automatic,23800,Riyadh,40000
Grand Cherokee,2015,Saudi,Silver,Standard,3.6,Gas,Automatic,148,Jeddah,69500
Datsun,2015,Saudi,White,Full,2.411111111111111,Gas,Manual,200000,Taef,35000
Accent,2007,Gulf Arabic,Blue,Standard,1.6,Gas,Manual,382010,Riyadh,9000
Pajero,2018,Saudi,White,Full,3.8,Gas,Automatic,62000,Aseer,82000
XF,2017,Saudi,Black,Full,2.0,Gas,Automatic,100000,Aseer,95000
C,2018,Other,Grey,Full,2.0,Gas,Automatic,91000,Aseer,138000
Suburban,2007,Saudi,Black,Full,5.3,Gas,Automatic,300000,Qurayyat,30000
Victoria,2011,Saudi,Another Color,Standard,4.6,Gas,Automatic,128000,Yanbu,43000
CX5,2021,Saudi,Blue,Full,2.5,Gas,Automatic,4950,Makkah,117000
Pathfinder,2006,Saudi,Blue,Semi Full,4.0,Gas,Automatic,325000,Riyadh,15000
Yukon,2013,Saudi,White,Full,4.0,Gas,Automatic,19400,Yanbu,95000
Hilux,2009,Saudi,White,Standard,1.5,Gas,Manual,25788,Makkah,30000
Prado,2018,Saudi,White,Semi Full,4.0,Gas,Automatic,131000,Qassim,137000
Elantra,2014,Saudi,White,Full,1.6,Gas,Automatic,410000,Riyadh,25000
A7,2016,Saudi,Grey,Full,3.0,Gas,Automatic,130000,Dammam,125000
Impala,2016,Saudi,White,Semi Full,3.6,Gas,Automatic,51000,Riyadh,62000
Tahoe,2011,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,206000,Riyadh,37000
Sonata,2016,Saudi,White,Full,2.4,Gas,Automatic,230000,Aseer,45000
Yukon,2013,Saudi,Bronze,Semi Full,5.3,Gas,Automatic,7800,Dammam,110000
Camry,2014,Gulf Arabic,White,Standard,2.433333333333333,Gas,Automatic,130000,Jeddah,37000
Camry,2007,Gulf Arabic,Silver,Full,2.4,Gas,Manual,450,Tabouk,16500
Azkarra,2021,Saudi,White,Full,1.5,Gas,Automatic,23000,Dammam,75000
Sonata,2018,Saudi,Grey,Semi Full,2.4,Gas,Automatic,179000,Makkah,42000
Land Cruiser,2014,Gulf Arabic,White,Full,4.6,Gas,Automatic,213000,Dammam,142000
Land Cruiser,2015,Gulf Arabic,White,Full,4.6,Gas,Automatic,280000,Dammam,140000
Land Cruiser,2013,Saudi,White,Full,4.6,Gas,Automatic,281000,Dammam,135000
Land Cruiser,2015,Gulf Arabic,White,Semi Full,4.6,Gas,Automatic,248000,Dammam,135000
Land Cruiser,2013,Gulf Arabic,White,Full,4.6,Gas,Automatic,308000,Dammam,120000
Innova,2020,Saudi,White,Standard,2.7,Gas,Automatic,50000,Dammam,83000
Rav4,2018,Saudi,White,Semi Full,2.5,Gas,Automatic,74000,Dammam,79000
CX9,2016,Gulf Arabic,White,Full,3.7,Gas,Automatic,193000,Dammam,68000
Expedition,2014,Saudi,Black,Semi Full,5.4,Gas,Automatic,151000,Dammam,65000
X-Trail,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,99000,Dammam,62000
H1,2016,Saudi,Silver,Semi Full,2.4,Gas,Automatic,91000,Dammam,52000
Expedition,2013,Saudi,Black,Standard,5.4,Gas,Automatic,190000,Dammam,50000
Camry,2015,Saudi,White,Standard,2.5,Gas,Automatic,277000,Dammam,48000
Expedition,2012,Saudi,Silver,Standard,5.4,Gas,Automatic,207000,Dammam,47000
Camry,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,327000,Dammam,46000
Camry,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,319000,Dammam,46000
Carnival,2016,Saudi,Bronze,Semi Full,3.3,Gas,Automatic,243000,Dammam,46000
Navara,2016,Saudi,White,Standard,2.5,Gas,Manual,55000,Dammam,45000
Navara,2016,Saudi,White,Standard,2.4,Gas,Manual,204000,Dammam,42000
Patrol,2006,Saudi,White,Standard,4.0,Gas,Manual,106000,Dammam,37000
Accent,2017,Saudi,Brown,Standard,1.4,Gas,Automatic,186000,Dammam,30000
Grand Marquis,2011,Saudi,Blue,Semi Full,4.6,Gas,Automatic,300000,Dammam,27000
GS,2016,Other,Silver,Semi Full,2.5,Gas,Automatic,58000,Dammam,137000
Tahoe,2015,Other,White,Full,5.3,Gas,Automatic,193000,Dammam,118000
Taurus,2017,Other,Grey,Semi Full,3.5,Gas,Automatic,131000,Dammam,67000
Taurus,2016,Other,Grey,Semi Full,3.5,Gas,Automatic,123000,Dammam,65000
Expedition,2013,Saudi,White,Full,3.8,Gas,Automatic,300000,Dammam,55000
Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,67000,Dammam,52000
Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,69600,Dammam,52000
Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,52000,Dammam,51000
Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,54000,Dammam,42000
Accent,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,80000,Dammam,42000
